bigram,frequency
логика это,1
конечно логика,1
государства этом,1
поддержку государства,1
одинаковую поддержку,1
получать одинаковую,1
доходами будут,1
маленькими доходами,1
доходами маленькими,1
приличными доходами,1
люди приличными,1
справедливо люди,1
тоже характерная,1
общества должны,1
том это,1
должны чувствовать,1
могут кажется,1
прокормить могут,1
ребенка прокормить,1
чувствовать ребенка,1
унижает чувствовать,1
положение унижает,1
сегодняшнее положение,1
часто сегодняшнее,1
которых часто,1
родители которых,1
дети родители,1
должны дети,1
условиях должны,1
равных условиях,1
чувствовать равных,1
очень справедливо,1
говорят том,1
собрать ребенка,1
школы первого,1
учеников начальной,1
питанием учеников,1
бесплатным горячим,1
обеспечить бесплатным,1
предлагаю обеспечить,1
поддержать связи,1
нужно поддержать,1
также нужно,1
этапе также,1
прибавляется этапе,1
семьи прибавляется,1
забот семьи,1
возрастают забот,1
школу возрастают,1
ребенка школу,1
начальной школы,1
первого четвертый,1
поддержать говорят,1
четвертый класс,1
хочется поддержать,1
детей хочется,1
потому детей,1
возражают потому,1
целом возражают,1
общем целом,1
коллеги общем,1
некоторые коллеги,1
счет некоторые,1
шли счет,1
дискуссии шли,1
большие дискуссии,1
скрывать большие,1
буду скрывать,1
класс буду,1
предложенной меры,1
реализации предложенной,1
месяц реализации,1
люди вынужденно,1
редкостью вовсе,1
детьми редкостью,1
войны семьи,1
хуже время,1
всего хуже,1
например всего,1
м например,1
годах м,1
х годах,1
хуже х,1
правда хуже,1
войны правда,1
году время,1
сравнения году,1
мало сравнения,1
вовсе люди,1
вынужденно откладывали,1
европейских странах,1
откладывали рождение,1
демографической ловушки,1
выбраться демографической,1
вызов выбраться,1
ответить вызов,1
обязанность ответить,1
историческая обязанность,1
наша историческая,1
настораживать наша,1
могут настораживать,1
прогнозы могут,1
негативные прогнозы,1
существующие негативные,1
повторю существующие,1
ребенка повторю,1
рождение ребенка,1
странах нашей,1
многих европейских,1
десятилетия обеспечить,1
ключевой показатель,1
проходит россия,1
который проходит,1
периода который,1
демографического периода,1
напряженность демографического,1
падает напряженность,1
вновь падает,1
рождений вновь,1
годов число,1
х годов,1
поколения х,1
малочисленные поколения,1
создают малочисленные,1
семьито создают,1
больше семьито,1
россия ключевой,1
показатель суммарный,1
самое многих,1
суммарный коэффициент,1
примерно самое,1
это примерно,1
да это,1
мало да,1
мало нашей,1
это мало,1
оценке это,1
предварительной оценке,1
составил предварительной,1
году составил,1
женщину году,1
одну женщину,1
приходящихся одну,1
рождений приходящихся,1
рождаемости число,1
ловушки середине,1
обеспечить устойчивый,1
школьников становится,1
возможность устроить,1
чувствительный вопрос,1
важнейший чувствительный,1
так важнейший,1
семья так,1
неполная семья,1
многодетная неполная,1
молодая многодетная,1
сталкивается молодая,1
трудностями сталкивается,1
какими трудностями,1
разбираться какими,1
ситуаций разбираться,1
жизненных ситуаций,1
конкретных жизненных,1
идти конкретных,1
вопрос возможность,1
устроить ребенка,1
политику поддержки,1
ребенка ясли,1
девяноста тысяч,1
вместо девяноста,1
годы вместо,1
однако годы,1
яслях однако,1
мест яслях,1
новых мест,1
тысяч новых,1
создать тысяч,1
года создать,1
регионам конца,1
бюджета помочь,1
средства федерального,1
выделили средства,1
ясли выделили,1
семьи нужно,1
долгосрочную политику,1
устойчивый естественный,1
наш шаг,1
решения каждый,1
узковедомственного решения,1
универсального узковедомственного,1
какогото универсального,1
сфера какогото,1
это сфера,1
демография это,1
должен демография,1
рождаемости должен,1
году коэффициент,1
страны году,1
населения страны,1
численности населения,1
рост численности,1
естественный рост,1
каждый наш,1
шаг новый,1
выстраивая долгосрочную,1
новый закон,1
россии выстраивая,1
народа россии,1
приумножения народа,1
сбережения приумножения,1
приоритета сбережения,1
национального приоритета,1
высшего национального,1
зрения высшего,1
точки зрения,1
всего точки,1
оценивать прежде,1
должны оценивать,1
программу должны,1
государственную программу,1
закон государственную,1
становится больше,1
населения школьников,1
тысяч ребенка,1
стремятся двигаться,1
развития сами,1
хотят развития,1
люди хотят,1
перемены люди,1
запрос перемены,1
обозначился запрос,1
четко обозначился,1
обществе четко,1
гражданами нашем,1
диалога гражданами,1
прямого диалога,1
власти прямого,1
правительства уровней,1
управления работы,1
государственного управления,1
сами стремятся,1
двигаться вперед,1
нового качества,1
вперед профессии,1
там живут,1
менять там,1
почему менять,1
что почему,1
знают что,1
зачастую знают,1
дела зачастую,1
конкретные дела,1
ответственность конкретные,1
брать ответственность,1
готовы брать,1
благополучия готовы,1
достижении благополучия,1
знаниях достижении,1
профессии знаниях,1
качества государственного,1
требует нового,1
работают городах,1
года нам,1
самом начале,1
оглашается самом,1
впервые оглашается,1
собранию впервые,1
послание федеральному,1
россии послание,1
граждане россии,1
уважаемые граждане,1
думы уважаемые,1
уважаемые члены,1
собранию уважаемые,1
президента федеральному,1
федерации послание,1
собранию российской,1
федерации федеральному,1
начале года,1
нужно быстрее,1
реализация которых,1
быстрее откладывая,1
проектах реализация,1
национальных проектах,1
отражены национальных,1
ориентиры отражены,1
содержание ориентиры,1
страна содержание,1
стоит страна,1
которыми стоит,1
задачи которыми,1
технологические задачи,1
экономические технологические,1
социальные экономические,1
масштабные социальные,1
решать масштабные,1
откладывая решать,1
живут работают,1
городах районах,1
прирост населения,1
демографический период,1
очень сложный,1
сложный очень,1
вступили сложный,1
человек вступили,1
миллионов человек,1
жизни миллионов,1
опорой жизни,1
будут опорой,1
ценности будут,1
какие ценности,1
страны какие,1
сделают развития,1
станут сделают,1
кем станут,1
вырастут кем,1
сложный демографический,1
период особенность,1
лет какими,1
особенность том,1
естественный прирост,1
выйти естественный,1
демографии выйти,1
результатов демографии,1
положительных результатов,1
добиться положительных,1
удалось добиться,1
годов нам,1
середины годов,1
начиная середины,1
приняли начиная,1
которые приняли,1
мерам которые,1
благодаря мерам,1
том благодаря,1
какими вырастут,1
год пять,1
районах селах,1
повторю активным,1
жизни и,1
уровня жизни,1
достойного уровня,1
достижению достойного,1
результатами достижению,1
граждан результатами,1
ощутимыми граждан,1
годом ощутимыми,1
каждым годом,1
нарастать каждым,1
должны нарастать,1
изменений должны,1
темпы изменений,1
стране темпы,1
селах всей,1
и повторю,1
активным участием,1
семьях год,1
участием уважаемые,1
российских семьях,1
родится российских,1
детей родится,1
сколько детей,1
демографии зависит,1
именно демографии,1
начать именно,1
часть начать,1
содержательную часть,1
хочу содержательную,1
сколько хочу,1
историческая зависит,1
россии историческая,1
судьба россии,1
коллеги судьба,1
тысяч таких,1
таких мест,1
мест создано,1
затронет эта,1
года кого,1
го текущего,1
января го,1
причем января,1
включительно причем,1
выплаты детей,1
предусмотреть ежемесячные,1
работу связи,1
маме выйти,1
болеют маме,1
часто болеют,1
вирусами часто,1
знакомятся вирусами,1
называется знакомятся,1
возрасте называется,1
кого затронет,1
мера как,1
внукам ребятишки,1
как полагаю,1
получать такую,1
ситуацией получать,1
сложной ситуацией,1
очень сложной,1
сложной очень,1
действительно сложной,1
человека действительно,1
минимума человека,1
одного прожиточного,1
превышают одного,1
получать семьи,1
выплаты будут,1
действовать выплаты,1
должна действовать,1
полагаю должна,1
ребятишки возрасте,1
своим внукам,1
выплату достаточно,1
происходит допустить,1
собственно говоря,1
это собственно,1
ситуацию доходами,1
сложную ситуацию,1
попасть сложную,1
сразу попасть,1
семья сразу,1
значит семья,1
и значит,1
прекращаются и,1
выплаты прекращаются,1
установленные выплаты,1
года установленные,1
исполнится года,1
ребенку исполнится,1
говоря происходит,1
допустить понимаю,1
детям своим,1
понимаю что,1
своим детям,1
знаем своим,1
вами знаем,1
ребенком вами,1
уход ребенком,1
работу уход,1
совмещать работу,1
трудно совмещать,1
зачастую трудно,1
маме зачастую,1
школу маме,1
пошли школу,1
дети пошли,1
пока дети,1
что пока,1
такую выплату,1
достаточно подать,1
создано тысяч,1
следующего года,1
шаг будем,1
следующий шаг,1
сделаем следующий,1
тысячи сделаем,1
получая тысячи,1
минимума получая,1
доходят прожиточного,1
семьи доходят,1
какието семьи,1
увидим какието,1
система увидим,1
работает эта,1
оценить работает,1
понять оценить,1
будем понять,1
выплачивать следующего,1
года целиком,1
все должны,1
целиком в,1
это тысяч,1
примерно среднем,1
разные примерно,1
будут разные,1
повторяю будут,1
цифры повторяю,1
тысяч цифры,1
лишним тысяч,1
это лишним,1
пм это,1
полный пм,1
выплачивать полный,1
поразному будем,1
регионе поразному,1
в каждом,1
должны будем,1
тысячи это,1
подать заявление,1
очередей преград,1
могли оформить,1
граждан могли,1
простой граждан,1
удобной простой,1
максимально удобной,1
процедуру максимально,1
сделать процедуру,1
внимание нужно,1
доход обращаю,1
официальный доход,1
легальный официальный,1
свой легальный,1
указать свой,1
также указать,1
заявление также,1
оформить очередей,1
преград дистанционно,1
минимума тысячи,1
дистанционно соответствующий,1
половину прожиточного,1
составят половину,1
этапе составят,1
первом этапе,1
выплаты первом,1
разниться выплаты,1
могут разниться,1
доходы могут,1
сказал доходы,1
федерации сказал,1
субъекте федерации,1
каждом субъекте,1
портал каждом,1
государственный портал,1
соответствующий государственный,1
понимаете ребенку,1
это понимаете,1
думаю это,1
проблема которая,1
семьи острейшая,1
направлениям поддержки,1
всем направлениям,1
работать всем,1
должны работать,1
повторю должны,1
пробел повторю,1
наверстать пробел,1
нужно наверстать,1
сделать нужно,1
это нужно,1
менее это,1
сложно менее,1
очень сложно,1
хотя это,1
острейшая проблема,1
которая является,1
сделать все,1
является прямой,1
оценкам порядка,1
разным оценкам,1
причем разным,1
семей причем,1
граждан семей,1
части наших,1
значительной части,1
доходы значительной,1
низкие доходы,1
это низкие,1
будущему это,1
демографическому будущему,1
нашему демографическому,1
угрозой нашему,1
прямой угрозой,1
все хотя,1
прошу сделать,1
и думаю,1
готовы принять,1
такие ясли,1
значит такие,1
лицензия значит,1
образовательная лицензия,1
получена образовательная,1
просто получена,1
пор просто,1
остальные сих,1
мест остальные,1
тысячи мест,1
малышам тысячи,1
предоставлены малышам,1
могут предоставлены,1
реально могут,1
тысяч реально,1
ясли готовы,1
принять детей,1
создать прошу,1
детей уважаемые,1
работать году,1
половина работать,1
виду половина,1
режиме имею,1
полноценном режиме,1
тысячи полноценном,1
создали тысячи,1
значит создали,1
чего это,1
работать чего,1
коллеги работать,1
мои коллеги,1
дорогие мои,1
федерации дорогие,1
уважаемые главы,1
порядка процентов,1
процентов семей,1
семей низкими,1
поддержке федерального,1
региона кроме,1
зависит региона,1
это зависит,1
сказать среднем,1
месяц хочу,1
одного ребенка,1
рублей одного,1
одиннадцати тысяч,1
это одиннадцати,1
стране это,1
среднем стране,1
регионе среднем,1
конкретном регионе,1
ребенка конкретном,1
минимума ребенка,1
того поддержке,1
бюджета начались,1
это именно,1
начались выплаты,1
подумал и,1
поддержка подумал,1
существенная поддержка,1
это существенная,1
востока это,1
дальнего востока,1
сибири дальнего,1
урала сибири,1
регионы урала,1
включая регионы,1
федерации включая,1
детей субъектах,1
последующих детей,1
третьего последующих,1
выплаты третьего,1
зависит прожиточного,1
выплаты зависит,1
размер выплаты,1
трех размер,1
какие решения,1
скромный какие,1
очень скромный,1
семьи очень,1
доход семьи,1
родителя доход,1
оба родителя,1
один оба,1
работает один,1
часто работает,1
знаете часто,1
это знаете,1
детьми это,1
семьи детьми,1
именно семьи,1
решения приняли,1
приняли января,1
января текущего,1
первых вторых,1
прежде трех,1
лет прежде,1
полутора лет,1
причем полутора,1
детей причем,1
вторых детей,1
выплаты первых,1
года семьи,1
получать ежемесячные,1
человека будут,1
минимумов человека,1
прожиточных минимумов,1
двух прожиточных,1
превышают двух,1
отцовства семья,1
это крепкая,1
крепкая связь,1
малых городах,1
селах поселках,1
особенно селах,1
фельдшеров особенно,1
врачей фельдшеров,1
проблем врачей,1
жилищных проблем,1
решением жилищных,1
заняться решением,1
вплотную заняться,1
резервы вплотную,1
найти резервы,1
федерации найти,1
субъекты федерации,1
прошу субъекты,1
очередь прошу,1
поселках малых,1
городах использовать,1
федеральные ресурсы,1
использовать механизмы,1
году уровни,1
здравоохранения году,1
ключевой здравоохранения,1
кадров ключевой,1
привлечения кадров,1
подготовки привлечения,1
вопрос подготовки,1
строительства вопрос,1
жилищного строительства,1
индивидуального жилищного,1
поддержку индивидуального,1
жилье поддержку,1
служебное жилье,1
числе служебное,1
механизмы числе,1
ресурсы очередь,1
это федеральные,1
обеспечены специалистами,1
отремонтировать оборудовать,1
здравоохранения предстоит,1
звена здравоохранения,1
первичного звена,1
модернизации первичного,1
программа модернизации,1
запущена программа,1
июля запущена,1
также июля,1
фапов также,1
ремонта фапов,1
строительства ремонта,1
оснащения строительства,1
ход оснащения,1
контроль ход,1
взять контроль,1
предстоит отремонтировать,1
оборудовать новой,1
процентов это,1
новой техникой,1
рублей процентов,1
выделили миллиардов,1
дополнительно выделили,1
задач дополнительно,1
этих задач,1
решение этих,1
страны решение,1
регионах страны,1
помощи регионах,1
скорой помощи,1
станции скорой,1
больницы станции,1
районные больницы,1
поликлиники районные,1
техникой поликлиники,1
уровни должны,1
специалистами приоритетном,1
народный фронт,1
причем поступлении,1
стопроцентное целевое,1
установить стопроцентное,1
направлениям установить,1
дефицитным направлениям,1
самым дефицитным,1
предлагаю самым,1
ординатуры предлагаю,1
касается ординатуры,1
люди касается,1
ждут люди,1
помощи ждут,1
туда помощи,1
именно туда,1
работу именно,1
приходили работу,1
обучение причем,1
поступлении преимущество,1
выпускникам специалисты,1
преимущество будут,1
наконец договаривались,1
центров наконец,1
медицинских центров,1
федеральных медицинских,1
предусмотреть федеральных,1
обучение предусмотреть,1
естественно целевое,1
селе естественно,1
особенно селе,1
звене особенно,1
работы первичном,1
стажем работы,1
врачи стажем,1
иметь врачи,1
будут иметь,1
специалисты приходили,1
будущим выпускникам,1
порядке первичное,1
мест станут,1
дело процентов,1
лечебное дело,1
специальности лечебное,1
специальностям специальности,1
медицинским специальностям,1
вузы медицинским,1
приема вузы,1
порядок приема,1
существенно изменить,1
году существенно,1
учебном году,1
новом учебном,1
предлагаю новом,1
звено связи,1
первичное звено,1
процентов бюджетных,1
станут целевыми,1
трудоустройства будущим,1
целевыми специальности,1
гарантию трудоустройства,1
предоставить гарантию,1
должны предоставить,1
очередь должны,1
федерации очередь,1
регионов российской,1
заявкам регионов,1
формироваться заявкам,1
будут формироваться,1
прием будут,1
целевой прием,1
квоты целевой,1
процентов квоты,1
педиатрия процентов,1
специальности педиатрия,1
фронт взять,1
общероссийский народный,1
лучше ряде,1
вынужден ехать,1
человека который,1
показателям человека,1
цифрам показателям,1
же цифрам,1
судят же,1
люди судят,1
здравоохранении люди,1
повторю здравоохранении,1
результатов однако,1
добиваться результатов,1
способны добиваться,1
цели способны,1
определенные цели,1
собой определенные,1
ставим собой,1
который вынужден,1
ехать десятки,1
здравоохранения показывает,1
десятки километров,1
выросла средняя,1
насколько выросла,1
интересует насколько,1
мало интересует,1
специалиста мало,1
узкого специалиста,1
приема узкого,1
ждать приема,1
неделями ждать,1
очереди неделями,1
день очереди,1
целый день,1
тратить целый,1
поликлинику тратить,1
километров поликлинику,1
показывает ставим,1
сфере здравоохранения,1
продолжительность стране,1
здравоохранения многие,1
национальных систем,1
своих национальных,1
состояние своих,1
оценивает состояние,1
критически оценивает,1
весьма критически,1
государствах весьма,1
развитых государствах,1
многих развитых,1
общество многих,1
том общество,1
осведомлен том,1
прекрасно осведомлен,1
стран прекрасно,1
европейских стран,1
систем здравоохранения,1
многие знаете,1
сделать сфере,1
знаете вообще,1
удалось сделать,1
то нам,1
менее то,1
выстроенной менее,1
нас выстроенной,1
отсюда нас,1
смотрелась отсюда,1
здравоохранения смотрелась,1
систему здравоохранения,1
критикуют систему,1
граждане критикуют,1
стране граждане,1
почти каждой,1
стране почти,1
вообще каждой,1
средняя продолжительность,1
стране думает,1
прошу общероссийский,1
направления сходу,1
выписывать справки,1
том выписывать,1
работы том,1
смысл работы,1
подчеркнуть смысл,1
решены хочу,1
фапами решены,1
проблемы фапами,1
значит проблемы,1
пунктов это,1
фельдшерскоакушерских пунктов,1
сети фельдшерскоакушерских,1
развертывание сети,1
завершить развертывание,1
проекте завершить,1
справки направления,1
сходу спроваживать,1
профильном национальном,1
спроваживать людей,1
интернет прошу,1
скоростной интернет,1
оборудование скоростной,1
современное оборудование,1
использовать современное,1
людям использовать,1
помощь людям,1
реальную помощь,1
оказывать реальную,1
возможность оказывать,1
должна возможность,1
местах должна,1
специалистов местах,1
райцентры специалистов,1
людей райцентры,1
национальном проекте,1
предусмотрено профильном,1
думает своей,1
нужно сконцентрировать,1
помощь поэтому,1
медицинскую помощь,1
своевременную медицинскую,1
качественную своевременную,1
получить качественную,1
препятствий получить,1
всяких препятствий,1
безо всяких,1
том безо,1
здоровье том,1
своем здоровье,1
понятно своем,1
это понятно,1
жизни это,1
своей жизни,1
поэтому нам,1
сконцентрировать усилия,1
объеме предусмотрено,1
усилия первичном,1
должны полном,1
проблем году,1
людей проблем,1
чувствительных людей,1
сложных чувствительных,1
всего сложных,1
именно всего,1
семья именно,1
каждая семья,1
человек каждая,1
каждый человек,1
соприкасается каждый,1
которым соприкасается,1
здравоохранения которым,1
звене здравоохранения,1
договаривались года,1
года начнет,1
начнет поэтапно,1
потрясениями сталкиваются,1
какими проблемами,1
видим какими,1
людьми видим,1
обязательств людьми,1
социальных обязательств,1
выполнением социальных,1
стране выполнением,1
нашей стране,1
человека нашей,1
жизнью каждого,1
связаны жизнью,1
прямо связаны,1
подчеркнуть прямо,1
прямо хочу,1
показателях прямо,1
проблемами потрясениями,1
сталкиваются граждане,1
абстрактных отвлеченных,1
граждане тех,1
ценовая стабилизация,1
стала ценовая,1
россии стала,1
правительства банка,1
последовательной работы,1
результатом последовательной,1
зыбким результатом,1
оказался зыбким,1
фундамент оказался,1
было фундамент,1
безопасности было,1
подушки безопасности,1
подобной подушки,1
государств подобной,1
тех государств,1
отвлеченных показателях,1
какихто абстрактных,1
итогам прошлого,1
усилия укреплении,1
годы сосредоточили,1
коллеги последние,1
сетях уважаемые,1
аптечных сетях,1
числе аптечных,1
лекарств числе,1
обращения лекарств,1
этапах обращения,1
фармпредприятиях этапах,1
усилен фармпредприятиях,1
препаратов усилен,1
лекарственных препаратов,1
качества лекарственных,1
контроль качества,1
изменится контроль,1
сосредоточили усилия,1
укреплении макроэкономической,1
говорю какихто,1
макроэкономической устойчивости,1
долг говорю,1
внешний долг,1
совокупный внешний,1
покрывают совокупный,1
уверенно покрывают,1
резервы уверенно,1
государственные резервы,1
наши государственные,1
профицитным наши,1
стал профицитным,1
вновь стал,1
бюджет вновь,1
федеральный бюджет,1
упоминал федеральный,1
устойчивости упоминал,1
стабилизация итогам,1
года инфляция,1
поэтапно внедряться,1
граждан вновь,1
реальных доходов,1
повышения реальных,1
существенного повышения,1
условия существенного,1
создать условия,1
фундамент нужно,1
макроэкономический фундамент,1
устойчивый макроэкономический,1
опираясь устойчивый,1
сейчас опираясь,1
сферы сейчас,1
бюджетной сферы,1
работников бюджетной,1
пенсионеров работников,1
доходы пенсионеров,1
доходов граждан,1
вновь подчеркну,1
получал фиксированные,1
подчеркну это,1
году темпы,1
эффективности году,1
увеличение эффективности,1
экономики увеличение,1
национальной экономики,1
изменения национальной,1
структурные изменения,1
необходимы структурные,1
решения необходимы,1
банка решения,1
центрального банка,1
правительства центрального,1
задача правительства,1
важнейшая задача,1
это важнейшая,1
фиксированные доходы,1
тех получал,1
инфляция составила,1
повторю инфляция,1
больше общем,1
выросли больше,1
цены выросли,1
услуги цены,1
товары услуги,1
отдельные товары,1
да отдельные,1
процента да,1
четыре процента,1
ориентира четыре,1
года послание,1
ниже установленного,1
это ниже,1
процента это,1
составила процента,1
общем повторю,1
инфляция находится,1
тяжелым тех,1
находится предсказуемо,1
особенно тяжелым,1
страны особенно,1
налогом граждан,1
фактически налогом,1
инфляция фактически,1
двузначная инфляция,1
назад двузначная,1
лет назад,1
той пять,1
отличается той,1
принципиально отличается,1
ситуация принципиально,1
уровне ситуация,1
низком уровне,1
предсказуемо низком,1
существенно изменится,1
достать существенно,1
легально достать,1
годы коем,1
которого достигли,1
преимущество которого,1
наше преимущество,1
это наше,1
устойчивости это,1
бюджетной устойчивости,1
сохранении бюджетной,1
развития сохранении,1
нашего развития,1
приоритетов нашего,1
определению приоритетов,1
вернуться определению,1
правительство вернуться,1
связи прошу,1
деньги связи,1
достигли последние,1
случае потерять,1
это большие,1
потерять знаю,1
рассуждать так,1
позволяли рассуждать,1
чиновники позволяли,1
некоторые чиновники,1
сорванными некоторые,1
фактически сорванными,1
оказались фактически,1
закупки оказались,1
лекарств закупки,1
поставками лекарств,1
перебои поставками,1
регионов перебои,1
ряде регионов,1
году ряде,1
знаю прошлом,1
большие деньги,1
пункту это,1
невозможно легально,1
единым всей,1
заработной плате,1
окладов заработной,1
доли окладов,1
фиксированной доли,1
установлением фиксированной,1
правилах установлением,1
понятных правилах,1
справедливых понятных,1
прозрачных справедливых,1
основанная прозрачных,1
здравоохранении основанная,1
труда здравоохранении,1
система оплаты,1
новая система,1
внедряться новая,1
плате единым,1
всей страны,1
каждому пункту,1
страны перечнем,1
начал каждому,1
тому начал,1
вернетесь тому,1
ресурсов вернетесь,1
значительных ресурсов,1
требует значительных,1
целей требует,1
заявленных целей,1
реализация заявленных,1
понимаю реализация,1
надбавок понимаю,1
стимулирующих надбавок,1
выплат стимулирующих,1
компенсационных выплат,1
перечнем компенсационных,1
так речь,1
речь шла,1
шла закупке,1
имеют официального,1
которые пока,1
препараты которые,1
специальные препараты,1
отдельные специальные,1
россию отдельные,1
ввозить россию,1
централизованно ввозить,1
официально централизованно,1
позволят официально,1
которые позволят,1
решения которые,1
законодательные решения,1
приняты законодательные,1
также приняты,1
было также,1
пока имеют,1
официального разрешения,1
закупке канцтоваров,1
разрешения прошу,1
лекарства невозможно,1
нужные лекарства,1
ситуации нужные,1
безвыходной ситуации,1
оказывались безвыходной,1
детей оказывались,1
больных детей,1
родители больных,1
особенно родители,1
люди особенно,1
работу люди,1
отладить работу,1
сроки отладить,1
кратчайшие сроки,1
правительство кратчайшие,1
путаницы было,1
льготе путаницы,1
региональной льготе,1
федеральной региональной,1
такие ситуации,1
внимание такие,1
лекарств обращаю,1
необходимых лекарств,1
жизненно необходимых,1
подчас жизненно,1
важных подчас,1
крайне важных,1
оставались крайне,1
людито оставались,1
конкурсы людито,1
новые конкурсы,1
объявим новые,1
беда объявим,1
канцтоваров беда,1
ситуации должны,1
должны повторяться,1
повторяться текущем,1
препаратов которые,1
скидкой федеральной,1
большой скидкой,1
бесплатно большой,1
человеку бесплатно,1
предоставляются человеку,1
которые предоставляются,1
получателей препаратов,1
текущем году,1
регистр получателей,1
сквозной регистр,1
единый сквозной,1
заработать единый,1
должен заработать,1
году должен,1
ряде европейских,1
показатель лучше,1
связь нескольких,1
современными должны,1
центров такими,1
кружков центров,1
инженерных кружков,1
технических инженерных,1
детских технических,1
сеть детских,1
развивается сеть,1
динамично развивается,1
ребенка динамично,1
каждого ребенка,1
способностей каждого,1
раскрытие способностей,1
направленные раскрытие,1
обучению направленные,1
подходы обучению,1
такими современными,1
стать условия,1
внедрять индивидуальные,1
условия занятий,1
инструменты детских,1
музыкальные инструменты,1
оборудование музыкальные,1
рублей оборудование,1
выделяется миллиардов,1
культура выделяется,1
проекта культура,1
национального проекта,1
рамках национального,1
творчества рамках,1
видами творчества,1
другими видами,1
живописью другими,1
музыкой живописью,1
занятий музыкой,1
индивидуальные подходы,1
программам внедрять,1
школ искусств,1
получить просто,1
подключены интернету,1
россии подключены,1
школы россии,1
практически школы,1
детей практически,1
обучения детей,1
интересах обучения,1
технологий интересах,1
современных технологий,1
возможности современных,1
целей возможности,1
этих целей,1
инфраструктуру этих,1
другую инфраструктуру,1
образовательную другую,1
интернету году,1
просто доступ,1
образовательным программам,1
доступ сеть,1
передовым образовательным,1
учеников передовым,1
педагогов учеников,1
доступ педагогов,1
обеспечить доступ,1
школы обеспечить,1
отечественной школы,1
трансформации отечественной,1
цифровой трансформации,1
приступить цифровой,1
объеме приступить,1
позволит полном,1
интернет позволит,1
высокоскоростной интернет,1
сеть высокоскоростной,1
детских школ,1
искусств проблема,1
эффективно использовать,1
такая постоянная,1
классные руководители,1
ученикам классные,1
всего ученикам,1
ближе всего,1
образования ближе,1
профессионального образования,1
дополнительного профессионального,1
общего дополнительного,1
сфере общего,1
перспективе сфере,1
страны перспективе,1
педагогов страны,1
половины педагогов,1
менее половины,1
охватить менее,1
руководители такая,1
постоянная каждодневная,1
роста должна,1
каждодневная работа,1
особой поддержки,1
наставников особой,1
подготовки наставников,1
особой подготовки,1
требует особой,1
конечно требует,1
она конечно,1
ответственность она,1
огромная ответственность,1
это огромная,1
детей это,1
воспитанием детей,1
обучением воспитанием,1
связанная обучением,1
работа связанная,1
должна охватить,1
профессионального роста,1
проблема гораздо,1
регионы прошу,1
привести порядок,1
регионам привести,1
правительство помочь,1
занятий прошу,1
непригодны занятий,1
просто непригодны,1
обветшали просто,1
заведения обветшали,1
учебные заведения,1
такие учебные,1
размещены такие,1
помещений размещены,1
тысячи помещений,1
шире тысячи,1
гораздо шире,1
порядок регионы,1
прошу забывать,1
система профессионального,1
забывать это,1
национальная система,1
десятилетия национальная,1
престиж середине,1
общественный престиж,1
статус общественный,1
высокий статус,1
учитель высокий,1
современный учитель,1
это современный,1
школа это,1
современная школа,1
далее современная,1
обязанность далее,1
ваша обязанность,1
это ваша,1
использовать образовательную,1
школы эффективно,1
минимума показатель,1
xxi веке,1
судьбу россии,1
определять судьбу,1
изменений определять,1
общественных изменений,1
технологических общественных,1
колоссальных технологических,1
эпоху колоссальных,1
жить эпоху,1
предстоит жить,1
которым предстоит,1
поколениям которым,1
будущему поколениям,1
обращение будущему,1
это обращение,1
ценностей это,1
россии xxi,1
веке могли,1
поддержка семьи,1
могли участвовать,1
ребенок жил,1
каждый ребенок,1
том каждый,1
идет том,1
всего речь,1
условия прежде,1
сформировать условия,1
должны сформировать,1
потенциал должны,1
свой потенциал,1
раскрыли свой,1
мере раскрыли,1
будущего полной,1
создании будущего,1
участвовать создании,1
семьи ценностей,1
коллеги поддержка,1
мог получить,1
естественной нравственной,1
это станет,1
поколений это,1
подрастающих поколений,1
надежности подрастающих,1
защищенности надежности,1
уверенности защищенности,1
чувство уверенности,1
дают чувство,1
объединяют дают,1
детях объединяют,1
забота детях,1
старшим забота,1
уважение старшим,1
поколений уважение,1
нескольких поколений,1
станет естественной,1
нравственной нормой,1
страны уважаемые,1
нормой неотъемлемой,1
успешной страны,1
большой успешной,1
россии большой,1
развитие россии,1
гарантировать развитие,1
задачу гарантировать,1
историческую задачу,1
решить историческую,1
сможем решить,1
действительно сможем,1
жизни действительно,1
взрослой жизни,1
оплотом взрослой,1
частью оплотом,1
неотъемлемой частью,1
жил мог,1
получить хорошее,1
строить школы,1
других факторов,1
учетом демографического,1
регионами учетом,1
совместно регионами,1
правительство совместно,1
обучения прошу,1
качестве обучения,1
комфорте качестве,1
сказываться комфорте,1
должна сказываться,1
ситуация должна,1
такая ситуация,1
вместе такая,1
детей вместе,1
вновь детей,1
школах вновь,1
демографического других,1
факторов определить,1
замечательно наших,1
определить сколько,1
решения строить,1
гибкие решения,1
искать гибкие,1
нужно искать,1
образование нужно,1
проект образование,1
национальный проект,1
изменения национальный,1
необходимые изменения,1
внести необходимые,1
мест внести,1
школьных мест,1
дополнительных школьных,1
необходимо дополнительных,1
сколько необходимо,1
наших школах,1
ожидания замечательно,1
хорошее образование,1
большие ресурсы,1
трудно выделять,1
демографии трудно,1
процессы демографии,1
объективные процессы,1
повлиять объективные,1
полагают повлиять,1
некоторые полагают,1
году некоторые,1
миллионов больше,1
школьников миллионов,1
миллионов школьников,1
около миллионов,1
россии около,1
десятилетия россии,1
образование середине,1
выделять большие,1
