trigram,frequency
совет работе которого,1
государственный совет работе,1
возрожден государственный совет,1
инициативе возрожден государственный,1
моей инициативе возрожден,1
знаете году моей,1
главы регионов прошедшее,1
уровне знаете году,1
федеральном уровне знаете,1
решений федеральном уровне,1
принятии решений федеральном,1
выработке принятии решений,1
губернаторов выработке принятии,1
роль губернаторов выработке,1
участвуют главы регионов,1
регионов прошедшее время,1
вопросов считаю целесообразным,1
профессиональное всестороннее качественное,1
страны вопросов считаю,1
граждан страны вопросов,1
значимых граждан страны,1
наиболее значимых граждан,1
рассмотрение наиболее значимых,1
качественное рассмотрение наиболее,1
всестороннее качественное рассмотрение,1
обеспечивают профессиональное всестороннее,1
прошедшее время госсовет,1
группы обеспечивают профессиональное,1
рабочие группы обеспечивают,1
эффективность рабочие группы,1
высокую эффективность рабочие,1
показал высокую эффективность,1
госсовет показал высокую,1
время госсовет показал,1
отличается той пять,1
цены выросли больше,1
ситуация принципиально отличается,1
главная цель смысл,1
волнующий многих людей,1
звучит волнующий многих,1
часто звучит волнующий,1
знаю часто звучит,1
года знаю часто,1
декабря года знаю,1
период декабря года,1
рассчитана период декабря,1
программа рассчитана период,1
эта программа рассчитана,1
ребенка эта программа,1
второго ребенка эта,1
решение рождении второго,1
принимающим решение рождении,1
семьям принимающим решение,1
помочь семьям принимающим,1
смысл помочь семьям,1
многих людей вопрос,1
людей вопрос государство,1
вопрос государство намерено,1
года шаг нужно,1
необходимо поддержать молодых,1
нам необходимо поддержать,1
недостаточно нам необходимо,1
обязательно недостаточно нам,1
сделать обязательно недостаточно,1
нужно сделать обязательно,1
шаг нужно сделать,1
декабря года шаг,1
государство намерено делать,1
минимум декабря года,1
программу минимум декабря,1
продлим программу минимум,1
года продлим программу,1
декабря года продлим,1
делать декабря года,1
намерено делать декабря,1
цель смысл помочь,1
капитала главная цель,1
молодых людей тех,1
материнского капитала главная,1
социальных контрактов реальное,1
заключенных социальных контрактов,1
количество заключенных социальных,1
работы количество заключенных,1
результативности работы количество,1
показателем результативности работы,1
регионов показателем результативности,1
руководители регионов показателем,1
числе руководители регионов,1
коллеги числе руководители,1
уважаемые коллеги числе,1
внимание уважаемые коллеги,1
ваше внимание уважаемые,1
обращаю ваше внимание,1
федерации обращаю ваше,1
субъектах федерации обращаю,1
механизм субъектах федерации,1
контрактов реальное снижение,1
реальное снижение бедности,1
снижение бедности уважаемые,1
предложил помню сказал,1
программу материнского капитала,1
предложил программу материнского,1
любви предложил программу,1
главном любви предложил,1
так главном любви,1
сказал так главном,1
помню сказал так,1
собранию предложил помню,1
бедности уважаемые коллеги,1
федеральному собранию предложил,1
посланием федеральному собранию,1
обращаясь посланием федеральному,1
также обращаясь посланием,1
году также обращаясь,1
коллеги году также,1
уважаемые коллеги году,1
поддержать молодых людей,1
людей тех начинает,1
семья получит рождении,1
полагалось рождении второго,1
учетом тех демографических,1
мало учетом тех,1
условиях мало учетом,1
современных условиях мало,1
считаю современных условиях,1
ребенка считаю современных,1
второго ребенка считаю,1
рождению второго ребенка,1
подготовиться рождению второго,1
семье подготовиться рождению,1
возможность семье подготовиться,1
даст возможность семье,1
поддержка даст возможность,1
такая поддержка даст,1
ребенка такая поддержка,1
последующего ребенка такая,1
второго последующего ребенка,1
тех демографических вызовов,1
демографических вызовов которыми,1
вызовов которыми сталкивается,1
материнский капитал тысяч,1
материнскому капиталу семья,1
средства материнскому капиталу,1
дополнительные средства материнскому,1
право дополнительные средства,1
рублей право дополнительные,1
тысяч рублей право,1
капитал тысяч рублей,1
увеличивать материнский капитал,1
которыми сталкивается страна,1
предлагаю увеличивать материнский,1
больше предлагаю увеличивать,1
сделать больше предлагаю,1
нужно сделать больше,1
недостаточно нужно сделать,1
страна недостаточно нужно,1
сталкивается страна недостаточно,1
рождении второго последующего,1
пор полагалось рождении,1
тех начинает семейную,1
сих пор полагалось,1
должны вступить силу,1
также должны вступить,1
которые также должны,1
капиталу которые также,1
материнскому капиталу которые,1
решения материнскому капиталу,1
дополнительные решения материнскому,1
новые дополнительные решения,1
предложить новые дополнительные,1
хотел предложить новые,1
связи хотел предложить,1
детях связи хотел,1
мечтает детях связи,1
уверен мечтает детях,1
и уверен мечтает,1
семейную и уверен,1
начинает семейную и,1
вступить силу января,1
силу января года,1
января года рождении,1
объеме индексации января,1
столько сих пор,1
именно столько сих,1
рублей именно столько,1
это рублей именно,1
года это рублей,1
января года это,1
индексации января года,1
сегодняшнем объеме индексации,1
года рождении первенца,1
капитал сегодняшнем объеме,1
материнский капитал сегодняшнем,1
право материнский капитал,1
получит право материнский,1
семья получит право,1
первенца семья получит,1
рождении первенца семья,1
внедрить механизм субъектах,1
году внедрить механизм,1
регионов году внедрить,1
ресурсы корректировка федерального,1
сделать причем быстро,1
должны сделать причем,1
регионы должны сделать,1
провести регионы должны,1
должны провести регионы,1
работы должны провести,1
нормативной работы должны,1
часть нормативной работы,1
оперативно часть нормативной,1
максимально оперативно часть,1
это максимально оперативно,1
сделать это максимально,1
парламентариев сделать это,1
правительство парламентариев сделать,1
прошу правительство парламентариев,1
бюджета прошу правительство,1
федерального бюджета прошу,1
причем быстро послании,1
быстро послании прошлого,1
послании прошлого года,1
своего рода индивидуальной,1
жизни каждой нуждающейся,1
качества жизни каждой,1
доходов качества жизни,1
повышения доходов качества,1
программой повышения доходов,1
индивидуальной программой повышения,1
рода индивидуальной программой,1
стать своего рода,1
прошлого года необходимости,1
призван стать своего,1
контракта призван стать,1
социального контракта призван,1
практику социального контракта,1
расширять практику социального,1
необходимости расширять практику,1
года необходимости расширять,1
корректировка федерального бюджета,1
серьезные ресурсы корректировка,1
поддержку регионов году,1
потребуются серьезные ресурсы,1
поразному будем выплачивать,1
регионе поразному будем,1
каждом регионе поразному,1
в каждом регионе,1
целиком в каждом,1
года целиком в,1
следующего года целиком,1
выплачивать следующего года,1
будем выплачивать следующего,1
шаг будем выплачивать,1
следующий шаг будем,1
сделаем следующий шаг,1
тысячи сделаем следующий,1
получая тысячи сделаем,1
минимума получая тысячи,1
прожиточного минимума получая,1
доходят прожиточного минимума,1
будем выплачивать полный,1
выплачивать полный пм,1
полный пм это,1
среднем это тысяч,1
меры потребуются серьезные,1
предложенной меры потребуются,1
реализации предложенной меры,1
месяц реализации предложенной,1
ребенка месяц реализации,1
тысяч ребенка месяц,1
это тысяч ребенка,1
примерно среднем это,1
пм это лишним,1
разные примерно среднем,1
будут разные примерно,1
повторяю будут разные,1
цифры повторяю будут,1
тысяч цифры повторяю,1
лишним тысяч цифры,1
это лишним тысяч,1
каждой нуждающейся семьи,1
нуждающейся семьи рамках,1
семьи рамках контракта,1
рамках контракта государство,1
доходов семей влияние,1
повышение доходов семей,1
бедности повышение доходов,1
снижение бедности повышение,1
низкая снижение бедности,1
крайне низкая снижение,1
пока крайне низкая,1
эффективность пока крайне,1
контракта эффективность пока,1
социального контракта эффективность,1
механизм социального контракта,1
внедрять механизм социального,1
начали внедрять механизм,1
регионы начали внедрять,1
семьи регионы начали,1
членам семьи регионы,1
другим членам семьи,1
семей влияние слабое,1
влияние слабое поэтому,1
слабое поэтому вопервых,1
сами принципы социального,1
финансовую поддержку регионов,1
расширить финансовую поддержку,1
вовторых расширить финансовую,1
и вовторых расширить,1
контракта и вовторых,1
социального контракта и,1
принципы социального контракта,1
обновить сами принципы,1
поэтому вопервых прошу,1
проектов обновить сами,1
пилотных проектов обновить,1
опыт пилотных проектов,1
учесть опыт пилотных,1
правительство учесть опыт,1
прошу правительство учесть,1
вопервых прошу правительство,1
детям другим членам,1
отношению детям другим,1
обязанностей отношению детям,1
повышению квалификации содействие,1
дела оказывая всестороннюю,1
собственного дела оказывая,1
небольшого собственного дела,1
открытии небольшого собственного,1
трудоустройстве открытии небольшого,1
содействие трудоустройстве открытии,1
квалификации содействие трудоустройстве,1
переобучению повышению квалификации,1
всестороннюю помощь гражданам,1
помощь переобучению повышению,1
выплаты помощь переобучению,1
регулярные выплаты помощь,1
гражданам регулярные выплаты,1
предоставлять гражданам регулярные,1
государство предоставлять гражданам,1
контракта государство предоставлять,1
оказывая всестороннюю помощь,1
помощь гражданам низкими,1
своих обязанностей отношению,1
шагов решению собственных,1
выполнение своих обязанностей,1
ответственное выполнение своих,1
трудоустройство ответственное выполнение,1
включая трудоустройство ответственное,1
проблем включая трудоустройство,1
собственных проблем включая,1
решению собственных проблем,1
встречных шагов решению,1
гражданам низкими доходами,1
ожидать встречных шагов,1
вправе ожидать встречных,1
государство вправе ожидать,1
общество государство вправе,1
конечно общество государство,1
доходами конечно общество,1
низкими доходами конечно,1
капиталу семья получит,1
получит рождении второго,1
уровне ситуация принципиально,1
должны чувствовать равных,1
общества это чрезвычайно,1
нашего общества это,1
кажется нашего общества,1
могут кажется нашего,1
прокормить могут кажется,1
ребенка прокормить могут,1
чувствовать ребенка прокормить,1
унижает чувствовать ребенка,1
положение унижает чувствовать,1
сегодняшнее положение унижает,1
часто сегодняшнее положение,1
которых часто сегодняшнее,1
родители которых часто,1
дети родители которых,1
должны дети родители,1
условиях должны дети,1
равных условиях должны,1
это чрезвычайно важно,1
чрезвычайно важно да,1
важно да говорят,1
меры поддержки расслоения,1
эта мера оправданной,1
думаю эта мера,1
было думаю эта,1
такого было думаю,1
обществе такого было,1
расслоения обществе такого,1
поддержки расслоения обществе,1
граждан меры поддержки,1
да говорят советское,1
поддержки граждан меры,1
программой поддержки граждан,1
социальной программой поддержки,1
широкой социальной программой,1
время широкой социальной,1
советское время широкой,1
говорят советское время,1
чувствовать равных условиях,1
общества должны чувствовать,1
оправданной организовать бесплатное,1
нашего общества должны,1
это очень справедливо,1
том это очень,1
говорят том это,1
поддержать говорят том,1
хочется поддержать говорят,1
детей хочется поддержать,1
потому детей хочется,1
возражают потому детей,1
целом возражают потому,1
общем целом возражают,1
коллеги общем целом,1
некоторые коллеги общем,1
счет некоторые коллеги,1
шли счет некоторые,1
дискуссии шли счет,1
большие дискуссии шли,1
скрывать большие дискуссии,1
очень справедливо люди,1
справедливо люди приличными,1
люди приличными доходами,1
этом конечно логика,1
характерная нашего общества,1
тоже характерная нашего,1
логика тоже характерная,1
правда логика тоже,1
это правда логика,1
логика это правда,1
конечно логика это,1
государства этом конечно,1
приличными доходами маленькими,1
поддержку государства этом,1
одинаковую поддержку государства,1
получать одинаковую поддержку,1
будут получать одинаковую,1
доходами будут получать,1
маленькими доходами будут,1
доходами маленькими доходами,1
мера оправданной организовать,1
организовать бесплатное горячее,1
второго ребенка таким,1
потребует времени тех,1
работу позднее сентября,1
форсировать работу позднее,1
прошу форсировать работу,1
коллег прошу форсировать,1
остальных коллег прошу,1
года остальных коллег,1
сентября года остальных,1
предоставляться сентября года,1
должно предоставляться сентября,1
питание должно предоставляться,1
горячее питание должно,1
бесплатное горячее питание,1
готовность бесплатное горячее,1
техническая готовность бесплатное,1
школах техническая готовность,1
регионах школах техническая,1
тех регионах школах,1
позднее сентября года,1
сентября года младшие,1
года младшие школьники,1
качественным горячим питанием,1
смысл всех хочу,1
коллеги смысл всех,1
уважаемые коллеги смысл,1
целом уважаемые коллеги,1
хотел целом уважаемые,1
питанием хотел целом,1
горячим питанием хотел,1
бесплатным качественным горячим,1
младшие школьники субъектах,1
обеспечены бесплатным качественным,1
должны обеспечены бесплатным,1
стране должны обеспечены,1
всей стране должны,1
федерации всей стране,1
субъектах федерации всей,1
школьники субъектах федерации,1
времени тех регионах,1
конечно потребует времени,1
бесплатное горячее и,1
это конечно потребует,1
создать школах необходимую,1
нужно создать школах,1
деньгах нужно создать,1
вопрос деньгах нужно,1
местного вопрос деньгах,1
регионального местного вопрос,1
федерального регионального местного,1
источников федерального регионального,1
трех источников федерального,1
средства трех источников,1
направить средства трех,1
предлагаю направить средства,1
питание предлагаю направить,1
здоровое питание предлагаю,1
подчеркну здоровое питание,1
и подчеркну здоровое,1
горячее и подчеркну,1
школах необходимую инфраструктуру,1
необходимую инфраструктуру оборудовать,1
инфраструктуру оборудовать столовые,1
продуктами обращаю внимание,1
сказал это конечно,1
делалось сказал это,1
союза делалось сказал,1
советского союза делалось,1
время советского союза,1
внимание время советского,1
обращаю внимание время,1
качественными продуктами обращаю,1
оборудовать столовые буфеты,1
безусловно качественными продуктами,1
и безусловно качественными,1
снабжения и безусловно,1
систему снабжения и,1
наладить систему снабжения,1
буфеты наладить систему,1
столовые буфеты наладить,1
буду скрывать большие,1
класс буду скрывать,1
четвертый класс буду,1
рублей ипотечного кредита,1
рублей целого ряда,1
миллиона рублей целого,1
одного миллиона рублей,1
свыше одного миллиона,1
проблемы свыше одного,1
жилищной проблемы свыше,1
своей жилищной проблемы,1
решение своей жилищной,1
вложить решение своей,1
государства вложить решение,1
помощи государства вложить,1
сможет помощи государства,1
детьми сможет помощи,1
тремя детьми сможет,1
семья тремя детьми,1
целом семья тремя,1
кредита целом семья,1
целого ряда регионов,1
ряда регионов городов,1
регионов городов областных,1
также льготную ставку,1
семей двумя детьми,1
годовых семей двумя,1
процентов годовых семей,1
шесть процентов годовых,1
ипотеки шесть процентов,1
ставку ипотеки шесть,1
льготную ставку ипотеки,1
напомню также льготную,1
городов областных центров,1
дома напомню также,1
квартиры дома напомню,1
стоимости квартиры дома,1
половина стоимости квартиры,1
это половина стоимости,1
центров это половина,1
областных центров это,1
ипотечного кредита целом,1
тысяч рублей ипотечного,1
первого четвертый класс,1
семью тысяч рублей,1
ребенок рождения второго,1
семье ребенок рождения,1
считаю семье ребенок,1
индексироваться считаю семье,1
ежегодно индексироваться считаю,1
дальнейшем ежегодно индексироваться,1
рублей дальнейшем ежегодно,1
составит рублей дальнейшем,1
детьми составит рублей,1
двумя детьми составит,1
капитала семьи двумя,1
материнского капитала семьи,1
размер материнского капитала,1
общий размер материнского,1
образом общий размер,1
таким образом общий,1
ребенка таким образом,1
рождения второго материнский,1
второго материнский капитал,1
материнский капитал должен,1
добавлю приняли решение,1
гасит семью тысяч,1
государство гасит семью,1
ребенка государство гасит,1
третьего ребенка государство,1
рождении третьего ребенка,1
решение рождении третьего,1
приняли решение рождении,1
рублей добавлю приняли,1
капитал должен предоставляться,1
сказал рублей добавлю,1
это сказал рублей,1
размере это сказал,1
увеличенном размере это,1
новом увеличенном размере,1
предоставляться новом увеличенном,1
должен предоставляться новом,1
двумя детьми распространили,1
детьми распространили весь,1
распространили весь срок,1
весь срок кредита,1
семьи собрать ребенка,1
расходы семьи собрать,1
однако расходы семьи,1
доход однако расходы,1
дополнительный доход однако,1
получить дополнительный доход,1
работу получить дополнительный,1
выйти работу получить,1
возможности выйти работу,1
появляется возможности выйти,1
мам появляется возможности,1
особенно мам появляется,1
родителей особенно мам,1
школу родителей особенно,1
идет школу родителей,1
ребенок идет школу,1
да ребенок идет,1
собрать ребенка школу,1
ребенка школу возрастают,1
школу возрастают забот,1
предлагаю обеспечить бесплатным,1
школы первого четвертый,1
начальной школы первого,1
учеников начальной школы,1
питанием учеников начальной,1
горячим питанием учеников,1
бесплатным горячим питанием,1
обеспечить бесплатным горячим,1
связи предлагаю обеспечить,1
возрастают забот семьи,1
поддержать связи предлагаю,1
нужно поддержать связи,1
также нужно поддержать,1
этапе также нужно,1
прибавляется этапе также,1
семьи прибавляется этапе,1
забот семьи прибавляется,1
сделать да ребенок,1
должны сделать да,1
можем должны сделать,1
возросло десять сразу,1
программа молодых семей,1
социальная программа молодых,1
запущена социальная программа,1
востоке запущена социальная,1
дальнем востоке запущена,1
сразу дальнем востоке,1
десять сразу дальнем,1
поддержки возросло десять,1
семей ипотека ставке,1
мерой поддержки возросло,1
воспользовался мерой поддержки,1
тех воспользовался мерой,1
число тех воспользовался,1
результате число тех,1
кредита результате число,1
срок кредита результате,1
молодых семей ипотека,1
ипотека ставке процента,1
все можем должны,1
важный вопрос сказал,1
это все можем,1
включительно это все,1
лет включительно это,1
выплате детей возрасте,1
новой выплате детей,1
сказал новой выплате,1
вопрос сказал новой,1
очень важный вопрос,1
ставке процента прошу,1
реализацию очень важный,1
включаться реализацию очень,1
активнее включаться реализацию,1
госучастием активнее включаться,1
банки госучастием активнее,1
прошу банки госучастием,1
процента прошу банки,1
семьи доходят прожиточного,1
какието семьи доходят,1
увидим какието семьи,1
оценке это мало,1
правда хуже х,1
войны правда хуже,1
отечественной войны правда,1
году время великой,1
сравнения году время,1
мало сравнения году,1
страны мало сравнения,1
странах нашей страны,1
европейских странах нашей,1
многих европейских странах,1
самое многих европейских,1
примерно самое многих,1
это примерно самое,1
да это примерно,1
мало да это,1
страны мало да,1
мало нашей страны,1
хуже х годах,1
х годах м,1
годах м например,1
вовсе люди вынужденно,1
существующие негативные прогнозы,1
повторю существующие негативные,1
ребенка повторю существующие,1
рождение ребенка повторю,1
откладывали рождение ребенка,1
вынужденно откладывали рождение,1
люди вынужденно откладывали,1
редкостью вовсе люди,1
м например всего,1
детьми редкостью вовсе,1
двумя детьми редкостью,1
войны семьи двумя,1
отечественной войны семьи,1
хуже время великой,1
всего хуже время,1
например всего хуже,1
это мало нашей,1
предварительной оценке это,1
прогнозы могут настораживать,1
составил предварительной оценке,1
число рождений вновь,1
годов число рождений,1
х годов число,1
поколения х годов,1
малочисленные поколения х,1
создают малочисленные поколения,1
семьито создают малочисленные,1
больше семьито создают,1
становится больше семьито,1
школьников становится больше,1
населения школьников становится,1
прирост населения школьников,1
естественный прирост населения,1
выйти естественный прирост,1
демографии выйти естественный,1
результатов демографии выйти,1
положительных результатов демографии,1
рождений вновь падает,1
вновь падает напряженность,1
падает напряженность демографического,1
коэффициент рождаемости число,1
году составил предварительной,1
женщину году составил,1
одну женщину году,1
приходящихся одну женщину,1
рождений приходящихся одну,1
число рождений приходящихся,1
рождаемости число рождений,1
суммарный коэффициент рождаемости,1
напряженность демографического периода,1
показатель суммарный коэффициент,1
ключевой показатель суммарный,1
россия ключевой показатель,1
проходит россия ключевой,1
который проходит россия,1
периода который проходит,1
демографического периода который,1
негативные прогнозы могут,1
могут настораживать наша,1
система увидим какието,1
точки зрения высшего,1
ситуаций разбираться какими,1
жизненных ситуаций разбираться,1
конкретных жизненных ситуаций,1
идти конкретных жизненных,1
нужно идти конкретных,1
семьи нужно идти,1
поддержки семьи нужно,1
политику поддержки семьи,1
долгосрочную политику поддержки,1
выстраивая долгосрочную политику,1
россии выстраивая долгосрочную,1
народа россии выстраивая,1
приумножения народа россии,1
сбережения приумножения народа,1
приоритета сбережения приумножения,1
национального приоритета сбережения,1
высшего национального приоритета,1
разбираться какими трудностями,1
какими трудностями сталкивается,1
трудностями сталкивается молодая,1
возможность устроить ребенка,1
бюджета помочь регионам,1
федерального бюджета помочь,1
средства федерального бюджета,1
выделили средства федерального,1
ясли выделили средства,1
ребенка ясли выделили,1
устроить ребенка ясли,1
вопрос возможность устроить,1
сталкивается молодая многодетная,1
чувствительный вопрос возможность,1
важнейший чувствительный вопрос,1
так важнейший чувствительный,1
семья так важнейший,1
неполная семья так,1
многодетная неполная семья,1
молодая многодетная неполная,1
зрения высшего национального,1
всего точки зрения,1
настораживать наша историческая,1
прежде всего точки,1
страны году коэффициент,1
населения страны году,1
численности населения страны,1
рост численности населения,1
естественный рост численности,1
устойчивый естественный рост,1
обеспечить устойчивый естественный,1
десятилетия обеспечить устойчивый,1
наступающего десятилетия обеспечить,1
ловушки середине наступающего,1
демографической ловушки середине,1
выбраться демографической ловушки,1
вызов выбраться демографической,1
ответить вызов выбраться,1
обязанность ответить вызов,1
историческая обязанность ответить,1
наша историческая обязанность,1
году коэффициент рождаемости,1
коэффициент рождаемости должен,1
рождаемости должен демография,1
наш шаг новый,1
оценивать прежде всего,1
должны оценивать прежде,1
программу должны оценивать,1
государственную программу должны,1
закон государственную программу,1
новый закон государственную,1
шаг новый закон,1
каждый наш шаг,1
должен демография это,1
решения каждый наш,1
узковедомственного решения каждый,1
универсального узковедомственного решения,1
какогото универсального узковедомственного,1
сфера какогото универсального,1
это сфера какогото,1
демография это сфера,1
добиться положительных результатов,1
удалось добиться положительных,1
нам удалось добиться,1
ориентиры отражены национальных,1
нашем обществе четко,1
гражданами нашем обществе,1
диалога гражданами нашем,1
прямого диалога гражданами,1
власти прямого диалога,1
уровней власти прямого,1
правительства уровней власти,1
работы правительства уровней,1
управления работы правительства,1
государственного управления работы,1
качества государственного управления,1
нового качества государственного,1
требует нового качества,1
которых требует нового,1
реализация которых требует,1
проектах реализация которых,1
национальных проектах реализация,1
обществе четко обозначился,1
четко обозначился запрос,1
обозначился запрос перемены,1
профессии знаниях достижении,1
конкретные дела зачастую,1
ответственность конкретные дела,1
брать ответственность конкретные,1
готовы брать ответственность,1
благополучия готовы брать,1
достижении благополучия готовы,1
знаниях достижении благополучия,1
вперед профессии знаниях,1
запрос перемены люди,1
двигаться вперед профессии,1
стремятся двигаться вперед,1
сами стремятся двигаться,1
развития сами стремятся,1
хотят развития сами,1
люди хотят развития,1
перемены люди хотят,1
отражены национальных проектах,1
содержание ориентиры отражены,1
годов нам удалось,1
страна содержание ориентиры,1
россии послание федеральному,1
граждане россии послание,1
уважаемые граждане россии,1
