Trigram,Count
барина удариться умиления,1
благоговением барина удариться,1
смотреть благоговением барина,1
заставить смотреть благоговением,1
души заставить смотреть,1
глубины души заставить,1
чувство глубины души,1
это чувство глубины,1
вызвать это чувство,1
довольно вызвать это,1
повода довольно вызвать,1
малейшего повода довольно,1
ломом железными дверными,1
лопатой ломом железными,1
инструментами лопатой ломом,1
невоздержания любил выпить,1
слуга целомудрен евнух,1
прежний слуга целомудрен,1
счет прежний слуга,1
барский счет прежний,1
приятелями барский счет,1
выпить приятелями барский,1
любил выпить приятелями,1
расточительности невоздержания любил,1
столе медную гривну,1
барина расточительности невоздержания,1
бывало барина расточительности,1
удерживал бывало барина,1
времени удерживал бывало,1
старого времени удерживал,1
слуга старого времени,1
солжет слуга старого,1
целомудрен евнух бегал,1
евнух бегал куме,1
бегал куме подозрительного,1
куме подозрительного свойства,1
присвоить лежащую столе,1
непременно присвоить лежащую,1
гривенник непременно присвоить,1
издержке гривенник непременно,1
барина издержке гривенник,1
усчитать барина издержке,1
норовит усчитать барина,1
деньги норовит усчитать,1
барские деньги норовит,1
сбережет барские деньги,1
сундука сбережет барские,1
всякого сундука сбережет,1
крепче всякого сундука,1
свойства крепче всякого,1
подозрительного свойства крепче,1
день солжет слуга,1
редкий день солжет,1
барину редкий день,1
принадлежал двум эпохам,1
страхом упреком принадлежал,1
рыцарь страхом упреком,1
пороков рыцарь страхом,1
никаких пороков рыцарь,1
имели никаких пороков,1
добродетелями имели никаких,1
всеми добродетелями имели,1
отличались всеми добродетелями,1
которые отличались всеми,1
самозабвения которые отличались,1
господам самозабвения которые,1
преданности господам самозабвения,1
исполненных преданности господам,1
упрека исполненных преданности,1
страха упрека исполненных,1
упреком принадлежал двум,1
двум эпохам обе,1
преданный барину редкий,1
эпохам обе положили,1
страстно преданный барину,1
нравов страстно преданный,1
развращение нравов страстно,1
утонченность развращение нравов,1
позднейшей утонченность развращение,1
дому позднейшей утонченность,1
преданность дому позднейшей,1
безграничная преданность дому,1
наследству безграничная преданность,1
нему наследству безграничная,1
перешла нему наследству,1
одной перешла нему,1
печать одной перешла,1
положили печать одной,1
обе положили печать,1
лежащую столе медную,1
медную гривну пятак,1
рыцарей лакейской страха,1
съедает дотла положит,1
лавочке сходках ворот,1
кухне лавочке сходках,1
сплетник кухне лавочке,1
сверх сплетник кухне,1
тарелку сверх сплетник,1
положит тарелку сверх,1
дотла положит тарелку,1
барин съедает дотла,1
гривну пятак точно,1
тоскует барин съедает,1
кушает тоскует барин,1
тосковал кушает тоскует,1
кушал тосковал кушает,1
барин кушал тосковал,1
заботился барин кушал,1
поручают заботился барин,1
сходках ворот каждый,1
ворот каждый день,1
каждый день жалуется,1
день жалуется житья,1
делал злости желания,1
это делал злости,1
жить это делал,1
умереть жить это,1
словом умереть жить,1
угодишь словом умереть,1
сердит угодишь словом,1
скуп сердит угодишь,1
капризен скуп сердит,1
слыхано капризен скуп,1
барина слыхано капризен,1
дурного барина слыхано,1
этакого дурного барина,1
житья этакого дурного,1
жалуется житья этакого,1
выпить поручают заботился,1
съесть выпить поручают,1
выглядывает съесть выпить,1
гривенниками боялся замеченным,1
измерял гривнами гривенниками,1
свои измерял гривнами,1
потребности свои измерял,1
крал потребности свои,1
сумм крал потребности,1
важнее сумм крал,1
поступит важнее сумм,1
обратно поступит важнее,1
нему обратно поступит,1
сдачи нему обратно,1
потребовать сдачи нему,1
забудет потребовать сдачи,1
ильич забудет потребовать,1
точно ильич забудет,1
пятак точно ильич,1
гривнами гривенниками боялся,1
боялся замеченным всяком,1
тронет выглядывает съесть,1
замеченным всяком случае,1
нежели тронет выглядывает,1
поручат нежели тронет,1
которое поручат нежели,1
съестным которое поручат,1
собака съестным которое,1
охотничья собака съестным,1
выдрессированная охотничья собака,1
отлично выдрессированная охотничья,1
скорее отлично выдрессированная,1
умрет скорее отлично,1
старинный умрет скорее,1
честности старинный умрет,1
избытка честности старинный,1
случае избытка честности,1
всяком случае избытка,1
лакейской страха упрека,1
русских рыцарей лакейской,1
солидными инструментами лопатой,1
своей участи небесам,1
всему свете буря,1
ко всему свете,1
равнодушен ко всему,1
покоен равнодушен ко,1
делается покоен равнодушен,1
небесам делается покоен,1
участи небесам делается,1
попечение своей участи,1
склонится вечеру солнце,1
сдав попечение своей,1
бурю сдав попечение,1
угрожающую бурю сдав,1
отвратить угрожающую бурю,1
небо отвратить угрожающую,1
умоляя небо отвратить,1
усердно умоляя небо,1
свете буря хочет,1
буря хочет пускал,1
хочет пускал ход,1
пускал ход свои,1
заботы день склонится,1
мучительной заботы день,1
мечты мучительной заботы,1
обаятельной мечты мучительной,1
вздохом обаятельной мечты,1
глубоким вздохом обаятельной,1
очнется глубоким вздохом,1
дням очнется глубоким,1
целым дням очнется,1
часто целым дням,1
волновался часто целым,1
силы волновался часто,1
нравственные силы волновался,1
свои нравственные силы,1
ход свои нравственные,1
жарко усердно умоляя,1
молиться жарко усердно,1
начнет молиться жарко,1
посмотрите идет наш,1
восклицая посмотрите посмотрите,1
гоняется восклицая посмотрите,1
толпа гоняется восклицая,1
лавры толпа гоняется,1
пожинает лавры толпа,1
поклоняются пожинает лавры,1
художника поклоняются пожинает,1
великого художника поклоняются,1
мыслителя великого художника,1
арену мыслителя великого,1
изберет арену мыслителя,1
великодушия изберет арену,1
добра великодушия изберет,1
подвиги добра великодушия,1
оказывает подвиги добра,1
посмотрите посмотрите идет,1
идет наш знаменитый,1
колена начнет молиться,1
наш знаменитый ильич,1
постели колена начнет,1
встанет постели колена,1
потеряется встанет постели,1
вниз потеряется встанет,1
лицом вниз потеряется,1
ляжет лицом вниз,1
бок ляжет лицом,1
боку бок ляжет,1
перевертывается боку бок,1
забот перевертывается боку,1
страдает забот перевертывается,1
минуты страдает забот,1
горькие минуты страдает,1
ильич горькие минуты,1
знаменитый ильич горькие,1
день склонится вечеру,1
вечеру солнце огромным,1
тех русских рыцарей,1
свидетельствовать петербурге обращающийся,1
знал подробнее весь,1
барина знал подробнее,1
своего барина знал,1
около своего барина,1
жизнь около своего,1
обращающийся жизнь около,1
петербурге обращающийся жизнь,1
мог свидетельствовать петербурге,1
солнце огромным шаром,1
подробно мог свидетельствовать,1
знал подробно мог,1
сердца знал подробно,1
гуманного сердца знал,1
головы гуманного сердца,1
пылкой головы гуманного,1
работе пылкой головы,1
подробнее весь внутренний,1
весь внутренний быт,1
внутренний быт убежден,1
быт убежден барином,1
потомок тех русских,1
прямой потомок тех,1
лет прямой потомок,1
пятьдесят лет прямой,1
vii пятьдесят лет,1
следует vii пятьдесят,1
жить следует vii,1
иначе жить следует,1
должно иначе жить,1
нормально должно иначе,1
живут нормально должно,1
делают живут нормально,1
дело делают живут,1
барином дело делают,1
убежден барином дело,1
вулканической работе пылкой,1
внутренней вулканической работе,1
способностях внутренней вулканической,1
знал видал внутренней,1
волнений никто знал,1
опочиет волнений никто,1
мирно опочиет волнений,1
улыбкой мирно опочиет,1
печальной улыбкой мирно,1
взглядом печальной улыбкой,1
задумчивым взглядом печальной,1
проводит задумчивым взглядом,1
дом проводит задумчивым,1
четырехэтажный дом проводит,1
опускаться четырехэтажный дом,1
великолепно опускаться четырехэтажный,1
станет великолепно опускаться,1
шаром станет великолепно,1
огромным шаром станет,1
никто знал видал,1
видал внутренней жизни,1
знали способностях внутренней,1
внутренней жизни ильича,1
везде знали способностях,1
толковали везде знали,1
нем толковали везде,1
голове нем толковали,1
мысли голове нем,1
вяжутся мысли голове,1
едва вяжутся мысли,1
ждать едва вяжутся,1
нечего ждать едва,1
здоровье нечего ждать,1
кушает здоровье нечего,1
лежит кушает здоровье,1
думали лежит кушает,1
ильича думали лежит,1
жизни ильича думали,1
злости желания повредить,1
желания повредить барину,1
повредить барину привычке,1
всем вещам одинаково,1
обращения той вещью,1
способе обращения той,1
различия способе обращения,1
никакого различия способе,1
делая никакого различия,1
одинаково делая никакого,1
вещам одинаково делая,1
ко всем вещам,1
усердием угодить барину,1
прилагает ко всем,1
вещь прилагает ко,1
руки вещь прилагает,1
брать руки вещь,1
способность брать руки,1
милости способность брать,1
ними милости способность,1
той вещью велят,1
вещью велят например,1
велят например снять,1
например снять свечи,1
бог воспламенился усердием,1
дай бог воспламенился,1
ворота дай бог,1
отворить ворота дай,1
нужно отворить ворота,1
сколько нужно отворить,1
силы сколько нужно,1
столько силы сколько,1
это столько силы,1
употребит это столько,1
воды употребит это,1
стакан воды употребит,1
налить стакан воды,1
свечи налить стакан,1
снять свечи налить,1
обращения ними милости,1
осторожного обращения ними,1
требующие осторожного обращения,1
половину двери ударится,1
прямо отворенную половину,1
попадает прямо отворенную,1
стул попадает прямо,1
стол стул попадает,1
боком стол стул,1
ногой боком стол,1
заденет ногой боком,1
комнате заденет ногой,1
проходя комнате заденет,1
руках проходя комнате,1
осталось руках проходя,1
последнее осталось руках,1
бросит последнее осталось,1
проклятиями бросит последнее,1
бранью проклятиями бросит,1
отворенную половину двери,1
двери ударится плечом,1
мелкие требующие осторожного,1
ударится плечом другую,1
особенно мелкие требующие,1
вещи особенно мелкие,1
перебиты вещи особенно,1
переломаны перебиты вещи,1
кабинете переломаны перебиты,1
делал кабинете переломаны,1
который делал кабинете,1
плотника который делал,1
дома плотника который,1
хозяина дома плотника,1
половинки хозяина дома,1
обе половинки хозяина,1
обругает обе половинки,1
другую обругает обе,1
плечом другую обругает,1
воспламенился усердием угодить,1
угодить барину вздумает,1
барину привычке доставшейся,1
манеры тесноте полумраке,1
будуаров черт знает,1
кабинетов будуаров черт,1
убранных кабинетов будуаров,1
прихотливо убранных кабинетов,1
роскошных прихотливо убранных,1
полумраке роскошных прихотливо,1
тесноте полумраке роскошных,1
приобретал манеры тесноте,1
барину вздумает убрать,1
воспитание приобретал манеры,1
получил воспитание приобретал,1
оттого получил воспитание,1
происходило оттого получил,1
это происходило оттого,1
усердием это происходило,1
таким усердием это,1
черт знает наставлено,1
знает наставлено деревне,1
наставлено деревне покое,1
деревне покое просторе,1
здоровыми солидными инструментами,1
обращался здоровыми солидными,1
вещей обращался здоровыми,1
массивных вещей обращался,1
около массивных вещей,1
ничем около массивных,1
движений ничем около,1
своих движений ничем,1
стесняя своих движений,1
служить стесняя своих,1
привык служить стесняя,1
воздухе привык служить,1
вольном воздухе привык,1
просторе вольном воздухе,1
покое просторе вольном,1
воспламенялся таким усердием,1
редко воспламенялся таким,1
очень редко воспламенялся,1
дом нанесет столько,1
солдат ворвавшись дом,1
неприятельский солдат ворвавшись,1
едва неприятельский солдат,1
конца едва неприятельский,1
бывало конца едва,1
убыткам бывало конца,1
бедам убыткам бывало,1
порядок бедам убыткам,1
привести порядок бедам,1
разом привести порядок,1
живо разом привести,1
установить живо разом,1
вычистить установить живо,1
убрать вычистить установить,1
вздумает убрать вычистить,1
ворвавшись дом нанесет,1
нанесет столько вреда,1
счастью очень редко,1
столько вреда начиналась,1
проклятиями счастью очень,1
бранью проклятиями счастью,1
уходил бранью проклятиями,1
комнаты уходил бранью,1
выгнать комнаты уходил,1
стульев выгнать комнаты,1
опрокидыванье стульев выгнать,1
посуды опрокидыванье стульев,1
битье посуды опрокидыванье,1
вещей битье посуды,1
разных вещей битье,1
падение разных вещей,1
ломка падение разных,1
начиналась ломка падение,1
вреда начиналась ломка,1
тарелку бранью проклятиями,1
рюмку тарелку бранью,1
одну рюмку тарелку,1
бывало ильич ко,1
почивает карт руки,1
мирно почивает карт,1
ночам мирно почивает,1
ходит ночам мирно,1
вдове ходит ночам,1
ко вдове ходит,1
ильич ко вдове,1
горькую бывало ильич,1
комнаты одну рюмку,1
пьет горькую бывало,1
карты пьет горькую,1
бьется карты пьет,1
утра бьется карты,1
напролет утра бьется,1
ночи напролет утра,1
производил ночи напролет,1
карт руки берет,1
руки берет неопрятен,1
берет неопрятен бреется,1
неопрятен бреется редко,1
бане руки черных,1
бывает бане руки,1
отмоешь бывает бане,1
мылом отмоешь бывает,1
никаким мылом отмоешь,1
моет никаким мылом,1
вид моет никаким,1
делает вид моет,1
кажется делает вид,1
лицо кажется делает,1
руки лицо кажется,1
моет руки лицо,1
хотя моет руки,1
редко хотя моет,1
бреется редко хотя,1
свет производил ночи,1
какого свет производил,1
пьяница какого свет,1
слушающей публике распускал,1
внушить интереса слушающей,1
разговора внушить интереса,1
материала разговора внушить,1
недостатка материала разговора,1
скуки недостатка материала,1
случае скуки недостатка,1
удобном случае скуки,1
всяком удобном случае,1
барина всяком удобном,1
обругать барина всяком,1
отца обругать барина,1
деда отца обругать,1
наследству деда отца,1
доставшейся наследству деда,1
привычке доставшейся наследству,1
интереса слушающей публике,1
публике распускал барина,1
картежник пьяница какого,1
распускал барина какую,1
барин картежник пьяница,1
объявит барин картежник,1
записку объявит барин,1
писал записку объявит,1
вчера писал записку,1
доверенности вчера писал,1
тихо доверенности вчера,1
хрипел тихо доверенности,1
ходить хрипел тихо,1
вдове ходить хрипел,1
той вдове ходить,1
повадился той вдове,1
небывальщину повадился той,1
какую небывальщину повадился,1
барина какую небывальщину,1
руки черных сделаются,1
черных сделаются часа,1
сделаются часа красными,1
разиня рот удивления,1
две глядит разиня,1
уронит две глядит,1
упасть уронит две,1
помешать упасть уронит,1
движение помешать упасть,1
бесполезное движение помешать,1
позднее бесполезное движение,1
делает позднее бесполезное,1
одна делает позднее,1
полетит одна делает,1
сначала полетит одна,1
пол сначала полетит,1
дезертировать пол сначала,1
начинают дезертировать пол,1
вещи начинают дезертировать,1
глядит разиня рот,1
рот удивления падающие,1
шага верхние вещи,1
удивления падающие вещи,1
конец комнаты одну,1
принесет конец комнаты,1
падать принесет конец,1
продолжают падать принесет,1
вещи продолжают падать,1
косо вещи продолжают,1
поднос косо вещи,1
держит поднос косо,1
оттого держит поднос,1
руках оттого держит,1
остаются руках оттого,1
которые остаются руках,1
те которые остаются,1
вещи те которые,1
падающие вещи те,1
верхние вещи начинают,1
первого шага верхние,1
часа красными черными,1
затворяется сразу подымает,1
той эта затворяется,1
побежит той эта,1
затворяется побежит той,1
другая затворяется побежит,1
половинку другая затворяется,1
одну половинку другая,1
отворяет одну половинку,1
двери отворяет одну,1
ворота двери отворяет,1
отворять ворота двери,1
станет отворять ворота,1
неловок станет отворять,1
очень неловок станет,1
черными очень неловок,1
красными черными очень,1
эта затворяется сразу,1
сразу подымает пола,1
вещей первого шага,1
подымает пола платка,1
других вещей первого,1
посуды других вещей,1
кучу посуды других,1
комнату кучу посуды,1
чрез комнату кучу,1
несет чрез комнату,1
уронит несет чрез,1
поднимет уронит несет,1
четвертый поднимет уронит,1
ловит четвертый поднимет,1
раза ловит четвертый,1
нагнется раза ловит,1
вещи нагнется раза,1
платка вещи нагнется,1
пола платка вещи,1
ильичу тех пор,1
пор начал считать,1
слова вышло который,1
позавтракаю немного это,1
перебил ильич очень,1
оставалось перебил ильич,1
оставалось оставалось перебил,1
сказал оставалось оставалось,1
оставался сказал оставалось,1
это оставался сказал,1
немного это оставался,1
долго позавтракаю немного,1
гривен медные видал,1
обеда долго позавтракаю,1
мадеры обеда долго,1
дай мадеры обеда,1
сыр дай мадеры,1
расстановкой сыр дай,1
потягиваясь расстановкой сыр,1
заговорил потягиваясь расстановкой,1
ильич очень помню,1
очень помню кусок,1
помню кусок никакого,1
кусок никакого куска,1
рубль шесть гривен,1
сорок рубль шесть,1
рубль сорок рубль,1
возьми рубль сорок,1
мелочь возьми рубль,1
денег мелочь возьми,1
пожалуйте денег мелочь,1
купи пожалуйте денег,1
отвечал купи пожалуйте,1
ильич отвечал купи,1
сказал ильич отвечал,1
твердил сказал ильич,1
упорно твердил сказал,1
куска упорно твердил,1
никакого куска упорно,1
оставался заговорил потягиваясь,1
зевать оставался заговорил,1
потягиваться зевать оставался,1
задумчиво спуская глаз,1
повторил ильич задумчиво,1
прибавил повторил ильич,1
шепотом прибавил повторил,1
хриплым шепотом прибавил,1
таскают хриплым шепотом,1
ноги таскают хриплым,1
прыжком ноги таскают,1
вместе прыжком ноги,1
послышалось вместе прыжком,1
чернильницу послышалось вместе,1
стол чернильницу послышалось,1
поглядывая стол чернильницу,1
громко поглядывая стол,1
закричал громко поглядывая,1
две закричал громко,1
ильич задумчиво спуская,1
спуская глаз стола,1
начал потягиваться зевать,1
глаз стола братец,1
подгибаться начал потягиваться,1
колени подгибаться начал,1
кверху колени подгибаться,1
вытягиваться кверху колени,1
стали вытягиваться кверху,1
руки стали вытягиваться,1
раздумье руки стали,1
впал раздумье руки,1
фразы впал раздумье,1
кончив фразы впал,1
чернильницу кончив фразы,1
указывая чернильницу кончив,1
начал указывая чернильницу,1
братец начал указывая,1
стола братец начал,1
шесть гривен медные,1
медные видал сказал,1
задумчиво минуты две,1
оставался прибавил задумчиво,1
запропастились медные деньги,1
это запропастились медные,1
говорит это запропастились,1
это говорит это,1
съел это говорит,1
задумчиво съел это,1
прибавил задумчиво съел,1
сыр оставался прибавил,1
видал сказал переминаясь,1
работы сыр оставался,1
пропасть работы сыр,1
плане пропасть работы,1
тихонько плане пропасть,1
хлопот тихонько плане,1
кабинету хлопот тихонько,1
прохаживался кабинету хлопот,1
медные деньги шаря,1
деньги шаря столе,1
шаря столе рукой,1
столе рукой четверть,1
притворить дверь промахнулся,1
ногой притворить дверь,1
хотел ногой притворить,1
комнату хотел ногой,1
войдя комнату хотел,1
руках войдя комнату,1
обеих руках войдя,1
держал обеих руках,1
который держал обеих,1
подносом который держал,1
дверь подносом который,1
отворил дверь подносом,1
часа отворил дверь,1
четверть часа отворил,1
рукой четверть часа,1
задумчиво прохаживался кабинету,1
медленно задумчиво прохаживался,1
ильич медленно задумчиво,1
давал меди видал,1
видел мелочь давал,1
сказал видел мелочь,1
дал сказал видел,1
дал дал сказал,1
руки дал дал,1
самому руки дал,1
разносчик самому руки,1
вчера разносчик самому,1
медных вчера разносчик,1
оно медных вчера,1
серебро оно медных,1
ногу серебро оно,1
ноги ногу серебро,1
переминаясь ноги ногу,1
сказал переминаясь ноги,1
мелочь давал меди,1
меди видал взял,1
ушел ильич медленно,1
видал взял подумал,1
сказал ушел ильич,1
это сказал ушел,1
принеси это сказал,1
принести принеси это,1
сказал принести принеси,1
спросить сказал принести,1
ветчины спросить сказал,1
вчерашней ветчины спросить,1
спросил вчерашней ветчины,1
взял спросил вчерашней,1
мелочь взял спросил,1
ильич мелочь взял,1
нерешительно ильич мелочь,1
подумал нерешительно ильич,1
взял подумал нерешительно,1
минуты две закричал,1
постоял задумчиво минуты,1
промахнулся ударил пустому,1
сладкая еда сладкая,1
полноты счастья очнулся,1
произнес полноты счастья,1
боже произнес полноты,1
боже боже произнес,1
лень боже боже,1
сладкая лень боже,1
еда сладкая лень,1
веселье сладкая еда,1
дома раздавался стук,1
вечное веселье сладкая,1
лето вечное веселье,1
вечное лето вечное,1
аппетитом вечное лето,1
неувядающим аппетитом вечное,1
подбородком неувядающим аппетитом,1
двойным подбородком неувядающим,1
счастья очнулся раздался,1
очнулся раздался двора,1
раздался двора пять,1
двора пять голосов,1
вновь строящегося дома,1
соседнего вновь строящегося,1
господня соседнего вновь,1
храма господня соседнего,1
построение храма господня,1
господа построение храма,1
милосердные господа построение,1
пожертвуйте милосердные господа,1
уголья пожертвуйте милосердные,1
уголья уголья пожертвуйте,1
песку уголья уголья,1
песку песку уголья,1
картофеля песку песку,1
голосов картофеля песку,1
пять голосов картофеля,1
румянцем двойным подбородком,1
ярким румянцем двойным,1
круглые ярким румянцем,1
попеременно будут каждый,1
вокруг деревни попеременно,1
верстах вокруг деревни,1
двадцати верстах вокруг,1
пятнадцати двадцати верстах,1
фермах пятнадцати двадцати,1
деревеньках фермах пятнадцати,1
поселятся деревеньках фермах,1
которые поселятся деревеньках,1
друзей которые поселятся,1
колонии друзей которые,1
маленькой колонии друзей,1
думал маленькой колонии,1
мысль думал маленькой,1
любимая мысль думал,1
поглотила любимая мысль,1
деревни попеременно будут,1
будут каждый день,1
смеющиеся круглые ярким,1
каждый день съезжаться,1
морщин смеющиеся круглые,1
забот морщин смеющиеся,1
лица забот морщин,1
ясные лица забот,1
дни ясные лица,1
ясные дни ясные,1
видятся ясные дни,1
танцевать видятся ясные,1
ужинать танцевать видятся,1
обедать ужинать танцевать,1
гости обедать ужинать,1
другу гости обедать,1
друг другу гости,1
съезжаться друг другу,1
день съезжаться друг,1
строящегося дома раздавался,1
раздавался стук топоров,1
встал постоял задумчиво,1
потупляет плутовка взгляд,1
план квартира раздалось,1
пора план квартира,1
эта пора план,1
настанет эта пора,1
улыбается настанет эта,1
взгляд улыбается настанет,1
плутовка взгляд улыбается,1
шеей потупляет плутовка,1
стук топоров крик,1
загорелой шеей потупляет,1
локтями загорелой шеей,1
мягкими локтями загорелой,1
круглыми мягкими локтями,1
голыми круглыми мягкими,1
прислужница голыми круглыми,1
краснощекая прислужница голыми,1
квартира раздалось памяти,1
раздалось памяти торопливо,1
памяти торопливо заговорил,1
торопливо заговорил ильич,1
посидел встал постоял,1
туфли посидел встал,1
обе туфли посидел,1
разом обе туфли,1
попал разом обе,1
пол попал разом,1
ноги пол попал,1
диване спустил ноги,1
сел диване спустил,1
приподнялся сел диване,1
быстро приподнялся сел,1
минуту быстро приподнялся,1
сию минуту быстро,1
ильич сию минуту,1
заговорил ильич сию,1
принесет краснощекая прислужница,1
завтрак принесет краснощекая,1
обед завтрак принесет,1
житье поля родные,1
райское желанное житье,1
настанет райское желанное,1
шум настанет райское,1
столичный шум настанет,1
безобразие столичный шум,1
какое безобразие столичный,1
жизнь какое безобразие,1
ильич жизнь какое,1
вздохнул ильич жизнь,1
вслух вздохнул ильич,1
горестно вслух вздохнул,1
ах горестно вслух,1
рабочих ах горестно,1
крик рабочих ах,1
топоров крик рабочих,1
желанное житье поля,1
поля родные рощи,1
траву обед завтрак,1
родные рощи думал,1
тебе траву обед,1
ветках тебе траву,1
перебывает ветках тебе,1
птичек перебывает ветках,1
сколько птичек перебывает,1
считать сколько птичек,1
солнышко считать сколько,1
ветки солнышко считать,1
сквозь ветки солнышко,1
глядеть сквозь ветки,1
деревом глядеть сквозь,1
траве деревом глядеть,1
лежать траве деревом,1
думал лежать траве,1
рощи думал лежать,1
дверь промахнулся ударил,1
ударил пустому месту,1
начал считать предметом,1
изволил бранить уши,1
выдумок долго греха,1
слыхивали выдумок долго,1
слова слыхивали выдумок,1
этакого слова слыхивали,1
драл этакого слова,1
уши драл этакого,1
бранить уши драл,1
щенком изволил бранить,1
попало ядовитое отвернулся,1
выросли щенком изволил,1
родились выросли щенком,1
барине родились выросли,1
старом барине родились,1
ядовитый старом барине,1
браните ядовитый старом,1
ядовитым браните ядовитый,1
долго греха бумага,1
греха бумага извольте,1
бумага извольте взял,1
извольте взял этажерки,1
закрывал туда попало,1
стакан закрывал туда,1
ночь стакан закрывал,1
этим ночь стакан,1
бумагу этим ночь,1
бросив бумагу этим,1
спросил бросив бумагу,1
писать спросил бросив,1
бумаги писать спросил,1
серой бумаги писать,1
листа серой бумаги,1
пол листа серой,1
подал пол листа,1
этажерки подал пол,1
взял этажерки подал,1
христианин ядовитым браните,1
наказание христианин ядовитым,1
ильич наказание христианин,1
никак бумаги собой,1
искать бумаги никак,1
начал искать бумаги,1
переднюю начал искать,1
пошел переднюю начал,1
проворно пошел переднюю,1
чернильницу проворно пошел,1
взяв чернильницу проворно,1
сказал взяв чернильницу,1
разведу сказал взяв,1
квасом разведу сказал,1
писать квасом разведу,1
стану писать квасом,1
чернил стану писать,1
чернильнице чернил стану,1
перо чернильнице чернил,1
бумаги никак бумаги,1
бумаги собой роясь,1
это ильич наказание,1
собой роясь ящике,1
иметь это ильич,1
бумаги иметь это,1
доме бумаги иметь,1
посмотришь доме бумаги,1
вошедшему посмотришь доме,1
ильич вошедшему посмотришь,1
сказал ильич вошедшему,1
человек сказал ильич,1
